player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Faustino Anjorin,eng ENG,FW,Chelsea,17,2001,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.2,1.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.01,0.0,0.0,7.0,7.0,100.0,121.0,14.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,5.0,6.0,2.0,12.0,1.0,1.0,100.0,1.0,0.0,10.0,67.0,40.0,11.0,8.0,72.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Michail Antonio,eng ENG,FW,West Ham,29,1990,24.0,19.0,1768.0,10.0,3.0,1.0,1.0,3.0,0.0,0.51,0.15,0.66,0.46,0.61,11.6,10.8,2.8,0.59,0.14,0.73,0.55,0.69,19.6,67.0,30.0,0.0,44.8,3.41,1.53,0.13,0.3,0.16,-1.6,-1.8,325.0,507.0,64.1,5127.0,1297.0,15.0,55.0,27.3,262.0,354.0,74.0,48.0,98.0,49.0,0.2,21.0,21.0,14.0,8.0,45.0,467.0,40.0,1.0,5.0,169.0,14.0,49.0,0.0,0.0,0.0,0.0,249.0,133.0,125.0,49.0,335.0,30.0,25.0,15.0,4.0,10.0,6.0,36.0,58.0,2.95,31.0,1.0,15.0,5.0,6.0,7.0,0.36,2.0,0.0,2.0,2.0,1.0,0.0,14.0,10.0,5.0,4.0,5.0,2.0,14.0,14.3,12.0,337.0,78.0,23.1,31.0,151.0,155.0,26.0,5.0,0.0,21.0,9.0,9.0,0.0,851.0,12.0,47.0,305.0,557.0,126.0,811.0,71.0,107.0,66.4,74.0,3.0,601.0,4523.0,2699.0,1134.0,626.0,55.2,71.0,49.0,0.0,40.0,35.0,12.0,0.0,0.0,0.0,95.0,76.0,115.0,39.8
Stuart Armstrong,sco SCO,MF,Southampton,27,1992,30.0,19.0,1715.0,5.0,3.0,0.0,0.0,4.0,0.0,0.26,0.16,0.42,0.26,0.42,2.8,2.8,1.1,0.15,0.06,0.21,0.15,0.21,19.1,46.0,19.0,0.0,41.3,2.41,1.0,0.11,0.26,0.06,2.2,2.2,466.0,612.0,76.1,7277.0,2375.0,17.0,49.0,34.7,388.0,469.0,82.7,61.0,94.0,64.9,1.9,16.0,33.0,24.0,4.0,67.0,593.0,19.0,0.0,2.0,157.0,8.0,23.0,0.0,0.0,0.0,0.0,390.0,136.0,86.0,131.0,432.0,22.0,15.0,4.0,2.0,10.0,16.0,32.0,48.0,2.52,37.0,0.0,4.0,4.0,3.0,8.0,0.42,5.0,0.0,1.0,2.0,0.0,0.0,49.0,25.0,27.0,14.0,8.0,13.0,46.0,28.3,33.0,407.0,129.0,31.7,115.0,187.0,105.0,24.0,5.0,0.0,19.0,10.0,22.0,1.0,882.0,47.0,167.0,412.0,368.0,49.0,863.0,31.0,53.0,58.5,33.0,2.0,593.0,4281.0,2315.0,732.0,560.0,76.5,37.0,29.0,0.0,26.0,20.0,4.0,0.0,0.0,0.0,168.0,10.0,29.0,25.6
Kepa Arrizabalaga,es ESP,GK,Chelsea,24,1994,33.0,33.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,1086.0,80.8,23680.0,12292.0,0.0,0.0,0.0,500.0,505.0,99.0,377.0,581.0,64.9,0.0,0.0,1.0,0.0,0.0,0.0,832.0,254.0,54.0,0.0,119.0,22.0,0.0,0.0,0.0,0.0,0.0,702.0,62.0,322.0,157.0,772.0,2.0,1.0,145.0,5.0,14.0,9.0,2.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1134.0,1003.0,1129.0,5.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,681.0,2609.0,1488.0,646.0,646.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,27,1992,19.0,6.0,749.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36,0.2,0.2,0.9,0.02,0.11,0.13,0.02,0.13,8.3,5.0,1.0,0.0,20.0,0.6,0.12,0.0,0.0,0.04,-0.2,-0.2,163.0,208.0,78.4,2588.0,560.0,6.0,14.0,42.9,132.0,150.0,88.0,25.0,44.0,56.8,2.1,13.0,2.0,11.0,4.0,21.0,198.0,10.0,2.0,1.0,45.0,8.0,17.0,6.0,2.0,2.0,0.0,147.0,20.0,41.0,168.0,26.0,9.0,1.0,0.0,2.0,5.0,4.0,6.0,22.0,2.64,17.0,2.0,2.0,0.0,1.0,3.0,0.36,2.0,1.0,0.0,0.0,0.0,0.0,12.0,9.0,4.0,6.0,2.0,4.0,15.0,26.7,11.0,243.0,47.0,19.3,98.0,105.0,40.0,28.0,1.0,0.0,27.0,2.0,6.0,0.0,332.0,12.0,82.0,133.0,158.0,20.0,323.0,19.0,40.0,47.5,21.0,1.0,255.0,1974.0,1173.0,321.0,215.0,67.0,21.0,20.0,0.0,11.0,10.0,4.0,0.0,0.0,0.0,50.0,7.0,12.0,36.8
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,30,1989,36.0,35.0,3136.0,22.0,3.0,2.0,2.0,3.0,1.0,0.63,0.09,0.72,0.57,0.66,15.7,14.2,3.0,0.45,0.09,0.54,0.41,0.49,34.8,90.0,40.0,2.0,44.4,2.58,1.15,0.22,0.5,0.16,6.3,5.8,612.0,888.0,68.9,9371.0,2584.0,14.0,60.0,23.3,531.0,696.0,76.3,67.0,132.0,50.8,0.0,23.0,27.0,48.0,14.0,95.0,856.0,32.0,0.0,1.0,243.0,10.0,86.0,2.0,0.0,0.0,0.0,558.0,173.0,157.0,99.0,735.0,23.0,2.0,3.0,2.0,23.0,23.0,50.0,54.0,1.55,38.0,0.0,7.0,4.0,5.0,9.0,0.26,6.0,0.0,0.0,2.0,1.0,0.0,39.0,24.0,15.0,14.0,10.0,12.0,50.0,24.0,38.0,573.0,130.0,22.7,113.0,256.0,204.0,59.0,2.0,0.0,57.0,11.0,16.0,0.0,1248.0,29.0,158.0,502.0,673.0,168.0,1214.0,25.0,49.0,51.0,29.0,0.0,865.0,6213.0,3885.0,1528.0,939.0,61.5,58.0,39.0,0.0,14.0,20.0,20.0,0.0,0.0,0.0,125.0,37.0,59.0,38.5
Serge Aurier,ci CIV,DF,Tottenham,26,1992,33.0,31.0,2700.0,1.0,5.0,0.0,0.0,4.0,1.0,0.03,0.17,0.2,0.03,0.2,0.5,0.5,3.0,0.02,0.1,0.12,0.02,0.12,30.0,13.0,4.0,0.0,30.8,0.43,0.13,0.08,0.25,0.04,0.5,0.5,1262.0,1654.0,76.3,20964.0,7401.0,17.0,79.0,21.5,1076.0,1256.0,85.7,169.0,319.0,53.0,2.0,30.0,64.0,39.0,16.0,162.0,1380.0,274.0,16.0,1.0,274.0,21.0,134.0,0.0,0.0,0.0,0.0,915.0,418.0,321.0,171.0,1092.0,94.0,258.0,3.0,3.0,27.0,31.0,70.0,48.0,1.6,43.0,2.0,2.0,0.0,0.0,6.0,0.2,4.0,0.0,1.0,0.0,0.0,1.0,98.0,55.0,66.0,26.0,6.0,32.0,61.0,52.5,29.0,521.0,153.0,29.4,262.0,187.0,72.0,58.0,7.0,0.0,51.0,43.0,105.0,1.0,2057.0,119.0,582.0,894.0,680.0,54.0,1789.0,46.0,73.0,63.0,46.0,7.0,1198.0,5613.0,3135.0,1297.0,1146.0,88.4,36.0,31.0,1.0,40.0,22.0,6.0,0.0,2.0,1.0,320.0,67.0,67.0,50.0
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,27,1991,37.0,37.0,3148.0,9.0,2.0,0.0,0.0,6.0,0.0,0.26,0.06,0.31,0.26,0.31,6.3,6.3,1.9,0.18,0.05,0.24,0.18,0.24,35.0,56.0,24.0,0.0,42.9,1.6,0.69,0.16,0.38,0.11,2.7,2.7,686.0,838.0,81.9,9691.0,1890.0,38.0,68.0,55.9,569.0,654.0,87.0,79.0,116.0,68.1,0.1,26.0,42.0,22.0,0.0,49.0,801.0,37.0,2.0,2.0,247.0,10.0,25.0,1.0,0.0,0.0,0.0,588.0,154.0,96.0,50.0,684.0,31.0,12.0,16.0,3.0,9.0,18.0,32.0,66.0,1.89,43.0,0.0,11.0,1.0,11.0,7.0,0.2,3.0,0.0,3.0,0.0,1.0,0.0,54.0,29.0,16.0,21.0,17.0,15.0,45.0,33.3,30.0,1018.0,219.0,21.5,178.0,515.0,325.0,35.0,6.0,0.0,29.0,13.0,20.0,0.0,1366.0,30.0,178.0,671.0,637.0,136.0,1331.0,75.0,117.0,64.1,78.0,4.0,1012.0,7697.0,3824.0,1682.0,956.0,56.8,99.0,108.0,0.0,59.0,105.0,9.0,0.0,0.0,0.0,212.0,59.0,175.0,25.2
César Azpilicueta,es ESP,DF,Chelsea,29,1989,36.0,36.0,3229.0,2.0,6.0,0.0,0.0,1.0,0.0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.7,0.07,0.16,0.23,0.07,0.23,35.9,29.0,6.0,0.0,20.7,0.81,0.17,0.07,0.33,0.09,-0.7,-0.7,2267.0,2838.0,79.9,40338.0,15485.0,37.0,111.0,33.3,1873.0,2139.0,87.6,357.0,588.0,60.7,0.3,43.0,147.0,60.0,28.0,288.0,2436.0,402.0,25.0,1.0,401.0,44.0,118.0,0.0,0.0,0.0,0.0,1720.0,516.0,602.0,280.0,2009.0,109.0,377.0,8.0,8.0,40.0,39.0,96.0,79.0,2.2,71.0,2.0,1.0,2.0,3.0,7.0,0.2,6.0,1.0,0.0,0.0,0.0,0.0,102.0,61.0,50.0,38.0,14.0,37.0,74.0,50.0,37.0,568.0,186.0,32.7,250.0,221.0,97.0,81.0,20.0,0.0,61.0,66.0,146.0,0.0,3273.0,131.0,985.0,1550.0,877.0,98.0,2878.0,15.0,24.0,62.5,17.0,1.0,1947.0,7181.0,4096.0,2231.0,2095.0,93.9,24.0,13.0,0.0,41.0,15.0,3.0,0.0,0.0,0.0,380.0,94.0,60.0,61.0
Eric Bailly,ci CIV,DF,Manchester Utd,25,1994,4.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,88.9,1266.0,433.0,0.0,1.0,0.0,49.0,54.0,90.7,15.0,17.0,88.2,0.0,0.0,2.0,0.0,0.0,4.0,72.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,14.0,11.0,10.0,52.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,10.0,7.0,0.0,3.0,3.0,0.0,0.0,3.0,7.0,0.0,87.0,15.0,39.0,50.0,0.0,0.0,87.0,1.0,1.0,100.0,1.0,0.0,58.0,249.0,145.0,52.0,52.0,100.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,22.0,6.0,1.0,85.7
Leighton Baines,eng ENG,DF,Everton,34,1984,8.0,4.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.01,0.18,0.19,0.01,0.19,4.5,1.0,0.0,1.0,0.0,0.22,0.0,0.0,0.0,0.04,0.0,0.0,168.0,209.0,80.4,2952.0,1099.0,0.0,6.0,0.0,140.0,152.0,92.1,28.0,51.0,54.9,-0.8,6.0,6.0,7.0,5.0,31.0,158.0,51.0,5.0,0.0,18.0,8.0,27.0,11.0,4.0,2.0,5.0,115.0,40.0,54.0,141.0,20.0,9.0,35.0,0.0,2.0,0.0,2.0,9.0,12.0,2.67,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,7.0,2.0,1.0,2.0,7.0,28.6,5.0,51.0,14.0,27.5,28.0,10.0,13.0,11.0,2.0,0.0,9.0,5.0,12.0,0.0,255.0,22.0,60.0,98.0,103.0,1.0,203.0,1.0,2.0,50.0,2.0,0.0,136.0,502.0,281.0,149.0,136.0,91.3,3.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,29.0,6.0,6.0,50.0
Fabián Balbuena,py PAR,DF,West Ham,27,1991,17.0,13.0,1177.0,1.0,0.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,1.8,1.8,0.0,0.14,0.0,0.14,0.14,0.14,13.1,10.0,4.0,0.0,40.0,0.76,0.31,0.1,0.25,0.18,-0.8,-0.8,361.0,487.0,74.1,8135.0,2892.0,3.0,12.0,25.0,219.0,260.0,84.2,139.0,215.0,64.7,0.0,0.0,24.0,2.0,0.0,30.0,469.0,18.0,13.0,1.0,81.0,21.0,1.0,0.0,0.0,0.0,0.0,288.0,67.0,132.0,69.0,357.0,31.0,5.0,4.0,3.0,8.0,8.0,13.0,4.0,0.31,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,14.0,3.0,1.0,6.0,26.0,23.1,20.0,116.0,40.0,34.5,91.0,22.0,3.0,27.0,7.0,0.0,20.0,26.0,93.0,1.0,653.0,96.0,350.0,311.0,27.0,16.0,635.0,0.0,0.0,0.0,0.0,0.0,308.0,1777.0,977.0,344.0,329.0,95.6,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,142.0,46.0,28.0,62.2
George Baldock,eng ENG,DF,Sheffield Utd,26,1993,38.0,38.0,3420.0,2.0,3.0,0.0,0.0,7.0,0.0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,0.02,0.07,0.09,0.02,0.09,38.0,13.0,5.0,0.0,38.5,0.34,0.13,0.15,0.4,0.07,1.1,1.1,1173.0,1552.0,75.6,18040.0,6534.0,35.0,111.0,31.5,1001.0,1139.0,87.9,137.0,302.0,45.4,0.5,27.0,61.0,45.0,28.0,168.0,1249.0,303.0,7.0,1.0,271.0,25.0,128.0,1.0,1.0,0.0,0.0,765.0,371.0,416.0,51.0,1108.0,69.0,295.0,7.0,4.0,32.0,17.0,87.0,65.0,1.71,52.0,4.0,6.0,0.0,3.0,6.0,0.16,4.0,0.0,1.0,0.0,1.0,0.0,74.0,45.0,44.0,17.0,13.0,25.0,48.0,52.1,23.0,564.0,158.0,28.0,243.0,209.0,112.0,63.0,5.0,0.0,58.0,37.0,87.0,3.0,1937.0,105.0,417.0,691.0,932.0,64.0,1641.0,43.0,67.0,64.2,46.0,0.0,1156.0,7492.0,3888.0,1250.0,1055.0,84.4,33.0,31.0,0.0,47.0,44.0,11.0,1.0,0.0,0.0,303.0,37.0,55.0,40.2
Phil Bardsley,sco SCO,DF,Burnley,34,1985,21.0,21.0,1890.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.7,0.01,0.03,0.05,0.01,0.05,21.0,12.0,5.0,0.0,41.7,0.57,0.24,0.0,0.0,0.02,-0.2,-0.2,599.0,897.0,66.8,11391.0,5401.0,13.0,43.0,30.2,459.0,558.0,82.3,127.0,296.0,42.9,0.3,7.0,67.0,15.0,2.0,112.0,662.0,235.0,16.0,2.0,93.0,23.0,30.0,0.0,0.0,0.0,0.0,335.0,182.0,380.0,71.0,529.0,60.0,219.0,1.0,6.0,30.0,6.0,29.0,16.0,0.76,11.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,33.0,21.0,25.0,9.0,18.0,33.0,54.5,15.0,234.0,65.0,27.8,101.0,111.0,22.0,43.0,12.0,1.0,31.0,29.0,88.0,0.0,1130.0,95.0,343.0,592.0,240.0,11.0,898.0,5.0,8.0,62.5,5.0,0.0,460.0,2392.0,1196.0,520.0,488.0,93.8,6.0,7.0,0.0,36.0,14.0,0.0,0.0,0.0,0.0,197.0,33.0,26.0,55.9
Ross Barkley,eng ENG,MF,Chelsea,25,1993,21.0,13.0,1103.0,1.0,4.0,0.0,0.0,0.0,0.0,0.08,0.33,0.41,0.08,0.41,2.1,2.1,2.7,0.17,0.22,0.4,0.17,0.4,12.3,40.0,12.0,4.0,30.0,3.26,0.98,0.03,0.08,0.05,-1.1,-1.1,540.0,616.0,87.7,10336.0,1945.0,11.0,20.0,55.0,403.0,454.0,88.8,126.0,142.0,88.7,1.3,25.0,53.0,20.0,1.0,53.0,606.0,10.0,5.0,2.0,158.0,27.0,12.0,3.0,1.0,1.0,0.0,476.0,77.0,63.0,82.0,513.0,10.0,2.0,2.0,2.0,6.0,10.0,8.0,46.0,3.75,31.0,1.0,6.0,5.0,3.0,5.0,0.41,4.0,0.0,0.0,1.0,0.0,0.0,16.0,11.0,6.0,8.0,2.0,4.0,17.0,23.5,13.0,171.0,50.0,29.2,17.0,96.0,58.0,11.0,3.0,1.0,8.0,8.0,12.0,0.0,779.0,15.0,93.0,405.0,339.0,43.0,769.0,33.0,42.0,78.6,34.0,1.0,650.0,3910.0,1859.0,695.0,618.0,88.9,20.0,37.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,97.0,10.0,15.0,40.0
Ashley Barnes,at AUT,FW,Burnley,29,1989,19.0,17.0,1352.0,6.0,0.0,1.0,1.0,4.0,0.0,0.4,0.0,0.4,0.33,0.33,5.6,4.8,0.5,0.37,0.03,0.41,0.32,0.36,15.0,39.0,11.0,0.0,28.2,2.6,0.73,0.13,0.45,0.12,0.4,0.2,155.0,253.0,61.3,2120.0,552.0,7.0,22.0,31.8,134.0,187.0,71.7,14.0,44.0,31.8,-0.5,4.0,5.0,10.0,0.0,23.0,244.0,9.0,0.0,1.0,97.0,1.0,5.0,0.0,0.0,0.0,0.0,123.0,59.0,71.0,46.0,142.0,22.0,1.0,8.0,1.0,10.0,9.0,13.0,19.0,1.26,12.0,0.0,1.0,1.0,5.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0,3.0,2.0,2.0,13.0,15.4,11.0,275.0,63.0,22.9,20.0,121.0,134.0,17.0,4.0,0.0,13.0,6.0,14.0,0.0,435.0,15.0,45.0,195.0,213.0,55.0,426.0,11.0,17.0,64.7,13.0,0.0,257.0,1055.0,452.0,706.0,298.0,42.2,41.0,20.0,0.0,35.0,40.0,13.0,1.0,0.0,0.0,65.0,42.0,86.0,32.8
Harvey Barnes,eng ENG,"MF,FW",Leicester City,21,1997,36.0,24.0,2083.0,6.0,8.0,0.0,0.0,0.0,0.0,0.26,0.35,0.6,0.26,0.6,8.6,8.6,3.5,0.37,0.15,0.52,0.37,0.52,23.1,61.0,27.0,0.0,44.3,2.64,1.17,0.1,0.22,0.14,-2.6,-2.6,559.0,729.0,76.7,8289.0,2046.0,18.0,51.0,35.3,491.0,591.0,83.1,50.0,87.0,57.5,4.5,31.0,34.0,40.0,3.0,91.0,725.0,4.0,2.0,3.0,181.0,8.0,42.0,0.0,0.0,0.0,0.0,504.0,123.0,102.0,108.0,569.0,22.0,2.0,9.0,4.0,10.0,21.0,34.0,77.0,3.33,59.0,0.0,8.0,5.0,5.0,15.0,0.65,12.0,0.0,2.0,1.0,0.0,0.0,22.0,12.0,10.0,9.0,3.0,7.0,26.0,26.9,19.0,328.0,86.0,26.2,69.0,153.0,106.0,23.0,4.0,0.0,19.0,5.0,7.0,1.0,1019.0,14.0,104.0,414.0,592.0,134.0,1016.0,37.0,78.0,47.4,43.0,4.0,781.0,6326.0,4327.0,1114.0,823.0,73.9,50.0,40.0,0.0,21.0,29.0,4.0,1.0,0.0,0.0,118.0,25.0,39.0,39.1
Chris Basham,eng ENG,DF,Sheffield Utd,31,1988,38.0,38.0,3242.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.0,0.01,0.03,0.04,0.01,0.04,36.0,6.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.08,-0.5,-0.5,1084.0,1461.0,74.2,20414.0,6624.0,29.0,61.0,47.5,814.0,996.0,81.7,241.0,404.0,59.7,0.0,12.0,67.0,12.0,7.0,91.0,1290.0,171.0,20.0,0.0,247.0,35.0,50.0,0.0,0.0,0.0,0.0,773.0,252.0,436.0,117.0,1003.0,139.0,151.0,5.0,5.0,48.0,13.0,28.0,25.0,0.69,22.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,84.0,50.0,57.0,23.0,4.0,32.0,79.0,40.5,47.0,416.0,135.0,32.5,264.0,119.0,33.0,57.0,19.0,1.0,38.0,73.0,264.0,2.0,1951.0,249.0,801.0,879.0,368.0,42.0,1788.0,27.0,32.0,84.4,27.0,0.0,962.0,5324.0,2915.0,989.0,905.0,91.5,20.0,15.0,0.0,26.0,31.0,5.0,0.0,1.0,0.0,412.0,105.0,65.0,61.8
Borja Bastón,es ESP,"MF,FW",Aston Villa,26,1992,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,81.0,28.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,10.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,5.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,19.0,7.0,4.0,57.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0
Michy Batshuayi,be BEL,FW,Chelsea,25,1993,16.0,1.0,239.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,0.83,0.07,0.9,0.83,0.9,2.7,15.0,2.0,0.0,13.3,5.65,0.75,0.07,0.5,0.15,-1.2,-1.2,61.0,76.0,80.3,776.0,85.0,5.0,9.0,55.6,51.0,61.0,83.6,5.0,6.0,83.3,0.8,3.0,1.0,0.0,0.0,1.0,70.0,6.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0,9.0,23.0,48.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,2.64,5.0,0.0,1.0,1.0,0.0,3.0,1.13,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,17.0,23.6,5.0,34.0,33.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,120.0,2.0,13.0,54.0,61.0,32.0,114.0,4.0,8.0,50.0,6.0,0.0,84.0,522.0,300.0,181.0,87.0,48.1,10.0,4.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,17.0,6.0,15.0,28.6
